"state","week","deathsum","committee","individual"
"1270","IA",2019-07-30,NA,28557,NA
"1271","IA",2019-08-06,NA,40000,NA
"1272","IA",2019-08-13,NA,39343,NA
"1273","IA",2019-08-20,NA,14806,NA
"1274","IA",2019-08-27,NA,142210,NA
"1275","IA",2019-09-03,NA,31898,NA
"1276","IA",2019-09-10,NA,63000,NA
"1277","IA",2019-09-17,NA,116503,NA
"1278","IA",2019-09-24,NA,256091,NA
"1279","IA",2019-10-01,NA,327253,NA
"1280","IA",2019-10-08,NA,39885,NA
"1281","IA",2019-10-15,NA,39293,NA
"1282","IA",2019-10-22,NA,141124,NA
"1283","IA",2019-10-29,NA,111124,NA
"1284","IA",2019-11-05,NA,555376,NA
"1285","IA",2019-11-12,NA,55087,NA
"1286","IA",2019-11-19,NA,155805,NA
"1287","IA",2019-11-26,NA,76618,NA
"1288","IA",2019-12-03,NA,49227,NA
"1289","IA",2019-12-10,NA,76365,NA
"1290","IA",2019-12-17,NA,279747,NA
"1291","IA",2019-12-24,NA,110353,NA
"1292","IA",2019-12-31,NA,42500,NA
"1293","IA",2020-01-07,NA,34958,NA
"1294","IA",2020-01-14,NA,133843,NA
"1295","IA",2020-01-21,NA,38662,NA
"1296","IA",2020-01-28,NA,56111,NA
"1297","IA",2020-02-04,NA,164510,NA
"1298","IA",2020-02-11,NA,375129,NA
"1299","IA",2020-02-18,NA,194810,NA
"1300","IA",2020-02-25,NA,122527,NA
"1301","IA",2020-03-03,NA,263145,67195
"1302","ID",2019-01-01,NA,-2500,NA
"1303","ID",2019-01-15,NA,1000,NA
"1304","ID",2019-01-22,NA,28000,NA
"1305","ID",2019-01-29,NA,23000,NA
"1306","ID",2019-02-05,NA,9000,NA
"1307","ID",2019-02-12,NA,19250,NA
"1308","ID",2019-02-19,NA,4500,NA
"1309","ID",2019-02-26,NA,40000,NA
"1310","ID",2019-03-05,NA,15750,NA
"1311","ID",2019-03-12,NA,12500,NA
"1312","ID",2019-03-19,NA,20000,NA
"1313","ID",2019-03-26,NA,49500,NA
"1314","ID",2019-04-02,NA,30600,NA
"1315","ID",2019-04-09,NA,8000,NA
"1316","ID",2019-04-16,NA,16500,NA
"1317","ID",2019-04-23,NA,11000,NA
"1318","ID",2019-04-30,NA,19500,NA
"1319","ID",2019-05-07,NA,26500,NA
"1320","ID",2019-05-14,NA,17000,NA
"1321","ID",2019-05-21,NA,15500,NA
"1322","ID",2019-05-28,NA,20250,NA
"1323","ID",2019-06-04,NA,48000,NA
"1324","ID",2019-06-11,NA,54000,NA
"1325","ID",2019-06-18,NA,22500,NA
"1326","ID",2019-06-25,NA,54750,NA
"1327","ID",2019-07-02,NA,35000,NA
"1328","ID",2019-07-09,NA,4000,NA
"1329","ID",2019-07-16,NA,15500,NA
"1330","ID",2019-07-23,NA,20902,NA
"1331","ID",2019-07-30,NA,27000,NA
"1332","ID",2019-08-06,NA,8000,NA
"1333","ID",2019-08-13,NA,25500,NA
"1334","ID",2019-08-20,NA,9500,NA
"1335","ID",2019-08-27,NA,12500,NA
"1336","ID",2019-09-03,NA,14800,NA
"1337","ID",2019-09-10,NA,40500,NA
"1338","ID",2019-09-17,NA,40000,NA
"1339","ID",2019-09-24,NA,55000,NA
"1340","ID",2019-10-01,NA,61000,NA
"1341","ID",2019-10-08,NA,15000,NA
"1342","ID",2019-10-15,NA,10500,NA
"1343","ID",2019-10-22,NA,16000,NA
"1344","ID",2019-10-29,NA,43550,NA
"1345","ID",2019-11-05,NA,15000,NA
"1346","ID",2019-11-12,NA,16000,NA
"1347","ID",2019-11-19,NA,30550,NA
"1348","ID",2019-11-26,NA,33100,NA
"1349","ID",2019-12-03,NA,16750,NA
"1350","ID",2019-12-10,NA,40000,NA
"1351","ID",2019-12-17,NA,43500,NA
"1352","ID",2019-12-24,NA,22142,NA
"1353","ID",2019-12-31,NA,11000,NA
"1354","ID",2020-01-07,NA,3500,NA
"1355","ID",2020-01-14,NA,9000,NA
"1356","ID",2020-01-21,NA,1000,NA
"1357","ID",2020-01-28,NA,21004,NA
"1358","ID",2020-02-04,NA,11600,NA
"1359","ID",2020-02-11,NA,21500,NA
"1360","ID",2020-02-18,NA,12500,NA
"1361","ID",2020-02-25,NA,36500,NA
"1362","ID",2020-03-03,NA,41000,46103
"1363","IL",2019-01-01,NA,-2500,NA
"1364","IL",2019-01-08,NA,1451,NA
"1365","IL",2019-01-15,NA,67950,NA
"1366","IL",2019-01-22,NA,3020,NA
"1367","IL",2019-01-29,NA,77000,NA
"1368","IL",2019-02-05,NA,143672,NA
"1369","IL",2019-02-12,NA,122100,NA
"1370","IL",2019-02-19,NA,148480,NA
"1371","IL",2019-02-26,NA,218970,NA
"1372","IL",2019-03-05,NA,200559,NA
"1373","IL",2019-03-12,NA,253473,NA
"1374","IL",2019-03-19,NA,254220,NA
"1375","IL",2019-03-26,NA,401850,NA
"1376","IL",2019-04-02,NA,413516,NA
"1377","IL",2019-04-09,NA,67700,NA
"1378","IL",2019-04-16,NA,79910,NA
"1379","IL",2019-04-23,NA,94465,NA
"1380","IL",2019-04-30,NA,141279,NA
"1381","IL",2019-05-07,NA,159750,NA
"1382","IL",2019-05-14,NA,230327,NA
"1383","IL",2019-05-21,NA,161603,NA
"1384","IL",2019-05-28,NA,180800,NA
"1385","IL",2019-06-04,NA,201303,NA
"1386","IL",2019-06-11,NA,331650,NA
"1387","IL",2019-06-18,NA,342966,NA
"1388","IL",2019-06-25,NA,483851,NA
"1389","IL",2019-07-02,NA,445481,NA
"1390","IL",2019-07-09,NA,53763,NA
"1391","IL",2019-07-16,NA,118031,NA
"1392","IL",2019-07-23,NA,164798,NA
"1393","IL",2019-07-30,NA,121761,NA
"1394","IL",2019-08-06,NA,101691,NA
"1395","IL",2019-08-13,NA,93000,NA
"1396","IL",2019-08-20,NA,701096,NA
"1397","IL",2019-08-27,NA,613590,NA
"1398","IL",2019-09-03,NA,77300,NA
"1399","IL",2019-09-10,NA,214992,NA
"1400","IL",2019-09-17,NA,238200,NA
"1401","IL",2019-09-24,NA,461325,NA
"1402","IL",2019-10-01,NA,479296,NA
"1403","IL",2019-10-08,NA,45752,NA
"1404","IL",2019-10-15,NA,67695,NA
"1405","IL",2019-10-22,NA,153745,NA
"1406","IL",2019-10-29,NA,167228,NA
"1407","IL",2019-11-05,NA,142664,NA
"1408","IL",2019-11-12,NA,1590332,NA
"1409","IL",2019-11-19,NA,146706,NA
"1410","IL",2019-11-26,NA,238026,NA
"1411","IL",2019-12-03,NA,104290,NA
"1412","IL",2019-12-10,NA,466548,NA
"1413","IL",2019-12-17,NA,360632,NA
"1414","IL",2019-12-24,NA,272762,NA
"1415","IL",2019-12-31,NA,66922,NA
"1416","IL",2020-01-07,NA,42131,NA
"1417","IL",2020-01-14,NA,78391,NA
"1418","IL",2020-01-21,NA,85494,NA
"1419","IL",2020-01-28,NA,237824,NA
"1420","IL",2020-02-04,NA,297860,NA
"1421","IL",2020-02-11,NA,321559,NA
"1422","IL",2020-02-18,NA,1212989,NA
"1423","IL",2020-02-25,NA,8121468,NA
"1424","IL",2020-03-03,NA,10641814,506976
"1425","IN",2019-01-01,NA,5000,NA
"1426","IN",2019-01-08,NA,3000,NA
"1427","IN",2019-01-15,NA,2500,NA
"1428","IN",2019-01-22,NA,8012,NA
"1429","IN",2019-01-29,NA,44000,NA
"1430","IN",2019-02-05,NA,32000,NA
"1431","IN",2019-02-12,NA,33567,NA
"1432","IN",2019-02-19,NA,44050,NA
"1433","IN",2019-02-26,NA,71200,NA
"1434","IN",2019-03-05,NA,70150,NA
"1435","IN",2019-03-12,NA,100750,NA
"1436","IN",2019-03-19,NA,133055,NA
"1437","IN",2019-03-26,NA,105200,NA
"1438","IN",2019-04-02,NA,167497,NA
"1439","IN",2019-04-09,NA,40350,NA
"1440","IN",2019-04-16,NA,74000,NA
"1441","IN",2019-04-23,NA,9750,NA
"1442","IN",2019-04-30,NA,69500,NA
"1443","IN",2019-05-07,NA,60500,NA
"1444","IN",2019-05-14,NA,65150,NA
"1445","IN",2019-05-21,NA,82800,NA
"1446","IN",2019-05-28,NA,56750,NA
"1447","IN",2019-06-04,NA,86850,NA
"1448","IN",2019-06-11,NA,124500,NA
"1449","IN",2019-06-18,NA,94500,NA
"1450","IN",2019-06-25,NA,122500,NA
"1451","IN",2019-07-02,NA,64800,NA
"1452","IN",2019-07-09,NA,30614,NA
"1453","IN",2019-07-16,NA,44700,NA
"1454","IN",2019-07-23,NA,54525,NA
"1455","IN",2019-07-30,NA,49999,NA
"1456","IN",2019-08-06,NA,53850,NA
"1457","IN",2019-08-13,NA,20500,NA
"1458","IN",2019-08-20,NA,120000,NA
"1459","IN",2019-08-27,NA,15000,NA
"1460","IN",2019-09-03,NA,21000,NA
"1461","IN",2019-09-10,NA,65756,NA
"1462","IN",2019-09-17,NA,65000,NA
"1463","IN",2019-09-24,NA,157000,NA
"1464","IN",2019-10-01,NA,107500,NA
"1465","IN",2019-10-08,NA,18000,NA
"1466","IN",2019-10-15,NA,35000,NA
"1467","IN",2019-10-22,NA,49300,NA
"1468","IN",2019-10-29,NA,140500,NA
"1469","IN",2019-11-05,NA,50500,NA
"1470","IN",2019-11-12,NA,71198,NA
"1471","IN",2019-11-19,NA,60749,NA
"1472","IN",2019-11-26,NA,59600,NA
"1473","IN",2019-12-03,NA,32750,NA
"1474","IN",2019-12-10,NA,60267,NA
"1475","IN",2019-12-17,NA,111550,NA
"1476","IN",2019-12-24,NA,46950,NA
"1477","IN",2019-12-31,NA,-5500,NA
"1478","IN",2020-01-07,NA,8500,NA
"1479","IN",2020-01-14,NA,41250,NA
"1480","IN",2020-01-21,NA,22000,NA
"1481","IN",2020-01-28,NA,151500,NA
"1482","IN",2020-02-04,NA,43000,NA
"1483","IN",2020-02-11,NA,123302,NA
"1484","IN",2020-02-18,NA,135393,NA
"1485","IN",2020-02-25,NA,148332,NA
"1486","IN",2020-03-03,NA,140593,138650
"1487","KS",2019-01-08,NA,25000,NA
"1488","KS",2019-01-15,NA,13000,NA
"1489","KS",2019-01-22,NA,14000,NA
"1490","KS",2019-01-29,NA,36000,NA
"1491","KS",2019-02-05,NA,54250,NA
"1492","KS",2019-02-12,NA,21050,NA
"1493","KS",2019-02-19,NA,24500,NA
"1494","KS",2019-02-26,NA,68000,NA
"1495","KS",2019-03-05,NA,49270,NA
"1496","KS",2019-03-12,NA,90250,NA
"1497","KS",2019-03-19,NA,92595,NA
"1498","KS",2019-03-26,NA,170750,NA
"1499","KS",2019-04-02,NA,151327,NA
"1500","KS",2019-04-09,NA,13600,NA
"1501","KS",2019-04-16,NA,10675,NA
"1502","KS",2019-04-23,NA,8500,NA
"1503","KS",2019-04-30,NA,38000,NA
"1504","KS",2019-05-07,NA,20000,NA
"1505","KS",2019-05-14,NA,31500,NA
"1506","KS",2019-05-21,NA,56000,NA
"1507","KS",2019-05-28,NA,64000,NA
"1508","KS",2019-06-04,NA,57301,NA
"1509","KS",2019-06-11,NA,98638,NA
"1510","KS",2019-06-18,NA,73000,NA
"1511","KS",2019-06-25,NA,119000,NA
"1512","KS",2019-07-02,NA,66000,NA
"1513","KS",2019-07-09,NA,16500,NA
"1514","KS",2019-07-16,NA,31000,NA
"1515","KS",2019-07-23,NA,23000,NA
"1516","KS",2019-07-30,NA,35300,NA
"1517","KS",2019-08-06,NA,41000,NA
"1518","KS",2019-08-13,NA,22000,NA
"1519","KS",2019-08-20,NA,27500,NA
"1520","KS",2019-08-27,NA,24800,NA
"1521","KS",2019-09-03,NA,34500,NA
"1522","KS",2019-09-10,NA,68750,NA
"1523","KS",2019-09-17,NA,48750,NA
"1524","KS",2019-09-24,NA,115000,NA
"1525","KS",2019-10-01,NA,133250,NA
"1526","KS",2019-10-08,NA,14000,NA
"1527","KS",2019-10-15,NA,26000,NA
"1528","KS",2019-10-22,NA,21000,NA
"1529","KS",2019-10-29,NA,46500,NA
"1530","KS",2019-11-05,NA,71300,NA
"1531","KS",2019-11-12,NA,44500,NA
"1532","KS",2019-11-19,NA,86626,NA
"1533","KS",2019-11-26,NA,96000,NA
"1534","KS",2019-12-03,NA,12100,NA
"1535","KS",2019-12-10,NA,63500,NA
"1536","KS",2019-12-17,NA,140980,NA
"1537","KS",2019-12-24,NA,90591,NA
"1538","KS",2019-12-31,NA,34050,NA
"1539","KS",2020-01-07,NA,14500,NA
"1540","KS",2020-01-14,NA,17200,NA
"1541","KS",2020-01-21,NA,2000,NA
"1542","KS",2020-01-28,NA,23500,NA
"1543","KS",2020-02-04,NA,26151,NA
"1544","KS",2020-02-11,NA,32725,NA
"1545","KS",2020-02-18,NA,35387,NA
"1546","KS",2020-02-25,NA,63500,NA
"1547","KS",2020-03-03,NA,92416,50585
"1548","KY",2019-01-08,NA,5500,NA
"1549","KY",2019-01-15,NA,60550,NA
"1550","KY",2019-01-22,NA,40500,NA
"1551","KY",2019-01-29,NA,66000,NA
"1552","KY",2019-02-05,NA,68700,NA
"1553","KY",2019-02-12,NA,75533,NA
"1554","KY",2019-02-19,NA,54250,NA
"1555","KY",2019-02-26,NA,108500,NA
"1556","KY",2019-03-05,NA,140100,NA
"1557","KY",2019-03-12,NA,108500,NA
"1558","KY",2019-03-19,NA,179500,NA
"1559","KY",2019-03-26,NA,235786,NA
"1560","KY",2019-04-02,NA,260251,NA
"1561","KY",2019-04-09,NA,33500,NA
"1562","KY",2019-04-16,NA,60100,NA
"1563","KY",2019-04-23,NA,50600,NA
"1564","KY",2019-04-30,NA,89581,NA
"1565","KY",2019-05-07,NA,82000,NA
"1566","KY",2019-05-14,NA,141050,NA
"1567","KY",2019-05-21,NA,57000,NA
"1568","KY",2019-05-28,NA,36250,NA
"1569","KY",2019-06-04,NA,54300,NA
"1570","KY",2019-06-11,NA,106000,NA
"1571","KY",2019-06-18,NA,173800,NA
"1572","KY",2019-06-25,NA,209350,NA
"1573","KY",2019-07-02,NA,120150,NA
"1574","KY",2019-07-09,NA,49600,NA
"1575","KY",2019-07-16,NA,61050,NA
"1576","KY",2019-07-23,NA,55000,NA
"1577","KY",2019-07-30,NA,61750,NA
"1578","KY",2019-08-06,NA,39305,NA
"1579","KY",2019-08-13,NA,35800,NA
"1580","KY",2019-08-20,NA,18500,NA
"1581","KY",2019-08-27,NA,19811,NA
"1582","KY",2019-09-03,NA,30000,NA
"1583","KY",2019-09-10,NA,56574,NA
"1584","KY",2019-09-17,NA,111900,NA
"1585","KY",2019-09-24,NA,158795,NA
"1586","KY",2019-10-01,NA,169616,NA
"1587","KY",2019-10-08,NA,8500,NA
"1588","KY",2019-10-15,NA,42000,NA
"1589","KY",2019-10-22,NA,69000,NA
"1590","KY",2019-10-29,NA,60000,NA
"1591","KY",2019-11-05,NA,79000,NA
"1592","KY",2019-11-12,NA,59600,NA
"1593","KY",2019-11-19,NA,122619,NA
"1594","KY",2019-11-26,NA,101947,NA
"1595","KY",2019-12-03,NA,63057,NA
"1596","KY",2019-12-10,NA,108500,NA
"1597","KY",2019-12-17,NA,169306,NA
"1598","KY",2019-12-24,NA,96600,NA
"1599","KY",2019-12-31,NA,24500,NA
"1600","KY",2020-01-07,NA,11500,NA
"1601","KY",2020-01-14,NA,42000,NA
"1602","KY",2020-01-21,NA,9250,NA
"1603","KY",2020-01-28,NA,58000,NA
"1604","KY",2020-02-04,NA,35950,NA
"1605","KY",2020-02-11,NA,49531,NA
"1606","KY",2020-02-18,NA,61500,NA
"1607","KY",2020-02-25,NA,99746,NA
"1608","KY",2020-03-03,NA,155712,42500
"1609","LA",2019-01-08,NA,8500,NA
"1610","LA",2019-01-15,NA,17000,NA
"1611","LA",2019-01-22,NA,9333,NA
"1612","LA",2019-01-29,NA,15500,NA
"1613","LA",2019-02-05,NA,41700,NA
"1614","LA",2019-02-12,NA,61150,NA
"1615","LA",2019-02-19,NA,28500,NA
"1616","LA",2019-02-26,NA,109500,NA
"1617","LA",2019-03-05,NA,69000,NA
"1618","LA",2019-03-12,NA,115250,NA
"1619","LA",2019-03-19,NA,82000,NA
"1620","LA",2019-03-26,NA,155000,NA
"1621","LA",2019-04-02,NA,106400,NA
"1622","LA",2019-04-09,NA,47700,NA
"1623","LA",2019-04-16,NA,39300,NA
"1624","LA",2019-04-23,NA,52700,NA
"1625","LA",2019-04-30,NA,97100,NA
"1626","LA",2019-05-07,NA,63500,NA
"1627","LA",2019-05-14,NA,109000,NA
"1628","LA",2019-05-21,NA,85000,NA
"1629","LA",2019-05-28,NA,66800,NA
"1630","LA",2019-06-04,NA,112500,NA
"1631","LA",2019-06-11,NA,82000,NA
"1632","LA",2019-06-18,NA,154300,NA
"1633","LA",2019-06-25,NA,154100,NA
"1634","LA",2019-07-02,NA,102500,NA
"1635","LA",2019-07-09,NA,13500,NA
"1636","LA",2019-07-16,NA,27127,NA
"1637","LA",2019-07-23,NA,60500,NA
"1638","LA",2019-07-30,NA,69000,NA
"1639","LA",2019-08-06,NA,30500,NA
"1640","LA",2019-08-13,NA,24030,NA
"1641","LA",2019-08-20,NA,121900,NA
"1642","LA",2019-08-27,NA,33750,NA
"1643","LA",2019-09-03,NA,14547,NA
"1644","LA",2019-09-10,NA,29500,NA
"1645","LA",2019-09-17,NA,77100,NA
"1646","LA",2019-09-24,NA,140800,NA
"1647","LA",2019-10-01,NA,168550,NA
"1648","LA",2019-10-08,NA,29800,NA
"1649","LA",2019-10-15,NA,42889,NA
"1650","LA",2019-10-22,NA,58200,NA
"1651","LA",2019-10-29,NA,46350,NA
"1652","LA",2019-11-05,NA,62500,NA
"1653","LA",2019-11-12,NA,52000,NA
"1654","LA",2019-11-19,NA,52000,NA
"1655","LA",2019-11-26,NA,91143,NA
"1656","LA",2019-12-03,NA,27250,NA
"1657","LA",2019-12-10,NA,71800,NA
"1658","LA",2019-12-17,NA,97500,NA
"1659","LA",2019-12-24,NA,75500,NA
"1660","LA",2019-12-31,NA,2000,NA
"1661","LA",2020-01-07,NA,5000,NA
"1662","LA",2020-01-14,NA,20500,NA
"1663","LA",2020-01-21,NA,37800,NA
"1664","LA",2020-01-28,NA,85036,NA
"1665","LA",2020-02-04,NA,52500,NA
"1666","LA",2020-02-11,NA,82300,NA
"1667","LA",2020-02-18,NA,60017,NA
"1668","LA",2020-02-25,NA,133277,NA
"1669","LA",2020-03-03,NA,163963,45214
"1670","MA",2019-01-08,NA,0,NA
"1671","MA",2019-01-15,NA,9435,NA
"1672","MA",2019-01-22,NA,6000,NA
"1673","MA",2019-01-29,NA,27500,NA
"1674","MA",2019-02-05,NA,39000,NA
"1675","MA",2019-02-12,NA,53000,NA
"1676","MA",2019-02-19,NA,45060,NA
"1677","MA",2019-02-26,NA,63500,NA
"1678","MA",2019-03-05,NA,99520,NA
"1679","MA",2019-03-12,NA,117050,NA
"1680","MA",2019-03-19,NA,112500,NA
"1681","MA",2019-03-26,NA,150700,NA
"1682","MA",2019-04-02,NA,145800,NA
"1683","MA",2019-04-09,NA,39550,NA
"1684","MA",2019-04-16,NA,27000,NA
"1685","MA",2019-04-23,NA,18000,NA
"1686","MA",2019-04-30,NA,47500,NA
"1687","MA",2019-05-07,NA,52000,NA
"1688","MA",2019-05-14,NA,112000,NA
"1689","MA",2019-05-21,NA,170000,NA
"1690","MA",2019-05-28,NA,63378,NA
"1691","MA",2019-06-04,NA,94223,NA
"1692","MA",2019-06-11,NA,106744,NA
"1693","MA",2019-06-18,NA,81000,NA
"1694","MA",2019-06-25,NA,155500,NA
"1695","MA",2019-07-02,NA,192790,NA
"1696","MA",2019-07-09,NA,26707,NA
"1697","MA",2019-07-16,NA,65130,NA
"1698","MA",2019-07-23,NA,56842,NA
"1699","MA",2019-07-30,NA,52500,NA
"1700","MA",2019-08-06,NA,39546,NA
"1701","MA",2019-08-13,NA,5923,NA
"1702","MA",2019-08-20,NA,24548,NA
"1703","MA",2019-08-27,NA,54300,NA
"1704","MA",2019-09-03,NA,24053,NA
"1705","MA",2019-09-10,NA,85160,NA
"1706","MA",2019-09-17,NA,136444,NA
"1707","MA",2019-09-24,NA,174696,NA
"1708","MA",2019-10-01,NA,184742,NA
"1709","MA",2019-10-08,NA,55502,NA
"1710","MA",2019-10-15,NA,47098,NA
"1711","MA",2019-10-22,NA,36590,NA
"1712","MA",2019-10-29,NA,54157,NA
"1713","MA",2019-11-05,NA,44674,NA
"1714","MA",2019-11-12,NA,74480,NA
"1715","MA",2019-11-19,NA,87530,NA
"1716","MA",2019-11-26,NA,83000,NA
"1717","MA",2019-12-03,NA,38625,NA
"1718","MA",2019-12-10,NA,62755,NA
"1719","MA",2019-12-17,NA,128501,NA
"1720","MA",2019-12-24,NA,114572,NA
"1721","MA",2019-12-31,NA,14010,NA
"1722","MA",2020-01-07,NA,5000,NA
"1723","MA",2020-01-14,NA,14261,NA
"1724","MA",2020-01-21,NA,23601,NA
"1725","MA",2020-01-28,NA,51548,NA
"1726","MA",2020-02-04,NA,76658,NA
"1727","MA",2020-02-11,NA,66784,NA
"1728","MA",2020-02-18,NA,46759,NA
"1729","MA",2020-02-25,NA,104710,NA
"1730","MA",2020-03-03,NA,94551,585958
"1731","MA",2020-03-10,NA,69000,954237
"1732","MD",2019-01-08,NA,3500,NA
"1733","MD",2019-01-15,NA,19500,NA
"1734","MD",2019-01-22,NA,21565,NA
"1735","MD",2019-01-29,NA,27328,NA
"1736","MD",2019-02-05,NA,57437,NA
"1737","MD",2019-02-12,NA,66700,NA
"1738","MD",2019-02-19,NA,38271,NA
"1739","MD",2019-02-26,NA,60183,NA
"1740","MD",2019-03-05,NA,49036,NA
"1741","MD",2019-03-12,NA,74500,NA
"1742","MD",2019-03-19,NA,53000,NA
"1743","MD",2019-03-26,NA,155700,NA
"1744","MD",2019-04-02,NA,84865,NA
"1745","MD",2019-04-09,NA,39500,NA
"1746","MD",2019-04-16,NA,24500,NA
"1747","MD",2019-04-23,NA,28150,NA
"1748","MD",2019-04-30,NA,55187,NA
"1749","MD",2019-05-07,NA,39736,NA
"1750","MD",2019-05-14,NA,63500,NA
"1751","MD",2019-05-21,NA,55204,NA
"1752","MD",2019-05-28,NA,27000,NA
"1753","MD",2019-06-04,NA,84668,NA
"1754","MD",2019-06-11,NA,99978,NA
"1755","MD",2019-06-18,NA,94371,NA
"1756","MD",2019-06-25,NA,130905,NA
"1757","MD",2019-07-02,NA,68884,NA
"1758","MD",2019-07-09,NA,10000,NA
"1759","MD",2019-07-16,NA,47877,NA
"1760","MD",2019-07-23,NA,57000,NA
"1761","MD",2019-07-30,NA,51423,NA
"1762","MD",2019-08-06,NA,110339,NA
"1763","MD",2019-08-13,NA,56710,NA
"1764","MD",2019-08-20,NA,7300,NA
"1765","MD",2019-08-27,NA,65102,NA
"1766","MD",2019-09-03,NA,59268,NA
"1767","MD",2019-09-10,NA,86464,NA
"1768","MD",2019-09-17,NA,104095,NA
"1769","MD",2019-09-24,NA,253092,NA
"1770","MD",2019-10-01,NA,98471,NA
"1771","MD",2019-10-08,NA,44174,NA
"1772","MD",2019-10-15,NA,30469,NA
"1773","MD",2019-10-22,NA,38031,NA
"1774","MD",2019-10-29,NA,120368,NA
"1775","MD",2019-11-05,NA,33500,NA
"1776","MD",2019-11-12,NA,158195,NA
"1777","MD",2019-11-19,NA,197686,NA
"1778","MD",2019-11-26,NA,173568,NA
"1779","MD",2019-12-03,NA,65391,NA
"1780","MD",2019-12-10,NA,78837,NA
"1781","MD",2019-12-17,NA,143170,NA
"1782","MD",2019-12-24,NA,76599,NA
"1783","MD",2019-12-31,NA,25884,NA
"1784","MD",2020-01-07,NA,9410,NA
"1785","MD",2020-01-14,NA,23000,NA
"1786","MD",2020-01-21,NA,22480,NA
"1787","MD",2020-01-28,NA,174431,NA
"1788","MD",2020-02-04,NA,87939,NA
"1789","MD",2020-02-11,NA,73712,NA
"1790","MD",2020-02-18,NA,80592,NA
"1791","MD",2020-02-25,NA,755569,NA
"1792","MD",2020-03-03,NA,1398635,469689
"1793","ME",2019-01-08,NA,4500,NA
"1794","ME",2019-01-15,NA,7500,NA
"1795","ME",2019-01-22,NA,6200,NA
"1796","ME",2019-01-29,NA,17000,NA
"1797","ME",2019-02-05,NA,28500,NA
"1798","ME",2019-02-12,NA,8500,NA
"1799","ME",2019-02-19,NA,3077,NA
"1800","ME",2019-02-26,NA,20500,NA
"1801","ME",2019-03-05,NA,42500,NA
"1802","ME",2019-03-12,NA,34000,NA
"1803","ME",2019-03-19,NA,47500,NA
"1804","ME",2019-03-26,NA,82136,NA
"1805","ME",2019-04-02,NA,73600,NA
"1806","ME",2019-04-09,NA,4500,NA
"1807","ME",2019-04-16,NA,32000,NA
"1808","ME",2019-04-23,NA,3500,NA
"1809","ME",2019-04-30,NA,16000,NA
"1810","ME",2019-05-07,NA,19500,NA
"1811","ME",2019-05-14,NA,35500,NA
"1812","ME",2019-05-21,NA,26000,NA
"1813","ME",2019-05-28,NA,31000,NA
"1814","ME",2019-06-04,NA,52300,NA
"1815","ME",2019-06-11,NA,41500,NA
"1816","ME",2019-06-18,NA,62000,NA
"1817","ME",2019-06-25,NA,104500,NA
"1818","ME",2019-07-02,NA,104609,NA
"1819","ME",2019-07-09,NA,7300,NA
"1820","ME",2019-07-16,NA,9135,NA
"1821","ME",2019-07-23,NA,11313,NA
"1822","ME",2019-07-30,NA,16000,NA
"1823","ME",2019-08-06,NA,11600,NA
"1824","ME",2019-08-13,NA,9110,NA
"1825","ME",2019-08-20,NA,6235,NA
"1826","ME",2019-08-27,NA,7050,NA
"1827","ME",2019-09-03,NA,31000,NA
"1828","ME",2019-09-10,NA,67315,NA
"1829","ME",2019-09-17,NA,98800,NA
"1830","ME",2019-09-24,NA,112866,NA
"1831","ME",2019-10-01,NA,152300,NA
"1832","ME",2019-10-08,NA,25300,NA
"1833","ME",2019-10-15,NA,51300,NA
"1834","ME",2019-10-22,NA,30000,NA
"1835","ME",2019-10-29,NA,38850,NA
"1836","ME",2019-11-05,NA,35025,NA
"1837","ME",2019-11-12,NA,40000,NA
"1838","ME",2019-11-19,NA,55784,NA
"1839","ME",2019-11-26,NA,39005,NA
"1840","ME",2019-12-03,NA,19882,NA
"1841","ME",2019-12-10,NA,65017,NA
"1842","ME",2019-12-17,NA,103600,NA
"1843","ME",2019-12-24,NA,57905,NA
"1844","ME",2019-12-31,NA,29500,NA
"1845","ME",2020-01-07,NA,2825,NA
"1846","ME",2020-01-14,NA,11500,NA
"1847","ME",2020-01-21,NA,13107,NA
"1848","ME",2020-01-28,NA,16007,NA
"1849","ME",2020-02-04,NA,43000,NA
"1850","ME",2020-02-11,NA,32140,NA
"1851","ME",2020-02-18,NA,26540,NA
"1852","ME",2020-02-25,NA,82270,NA
"1853","ME",2020-03-03,NA,84000,49936
"1854","MI",2019-01-08,NA,4500,NA
"1855","MI",2019-01-15,NA,11000,NA
"1856","MI",2019-01-22,NA,35000,NA
"1857","MI",2019-01-29,NA,49500,NA
"1858","MI",2019-02-05,NA,78000,NA
"1859","MI",2019-02-12,NA,85000,NA
"1860","MI",2019-02-19,NA,86580,NA
"1861","MI",2019-02-26,NA,108800,NA
"1862","MI",2019-03-05,NA,186782,NA
"1863","MI",2019-03-12,NA,233654,NA
"1864","MI",2019-03-19,NA,238625,NA
"1865","MI",2019-03-26,NA,343100,NA
"1866","MI",2019-04-02,NA,602607,NA
"1867","MI",2019-04-09,NA,72000,NA
"1868","MI",2019-04-16,NA,57858,NA
"1869","MI",2019-04-23,NA,28600,NA
"1870","MI",2019-04-30,NA,82520,NA
"1871","MI",2019-05-07,NA,80600,NA
"1872","MI",2019-05-14,NA,137508,NA
"1873","MI",2019-05-21,NA,144381,NA
"1874","MI",2019-05-28,NA,162300,NA
"1875","MI",2019-06-04,NA,193050,NA
"1876","MI",2019-06-11,NA,284626,NA
