"state","week","deathsum","committee","individual"
"3089","TN",2019-06-04,NA,34300,NA
"3090","TN",2019-06-11,NA,37000,NA
"3091","TN",2019-06-18,NA,39500,NA
"3092","TN",2019-06-25,NA,119000,NA
"3093","TN",2019-07-02,NA,82500,NA
"3094","TN",2019-07-09,NA,8000,NA
"3095","TN",2019-07-16,NA,16500,NA
"3096","TN",2019-07-23,NA,21025,NA
"3097","TN",2019-07-30,NA,32000,NA
"3098","TN",2019-08-06,NA,16500,NA
"3099","TN",2019-08-13,NA,26500,NA
"3100","TN",2019-08-20,NA,38500,NA
"3101","TN",2019-08-27,NA,6000,NA
"3102","TN",2019-09-03,NA,10500,NA
"3103","TN",2019-09-10,NA,45600,NA
"3104","TN",2019-09-17,NA,134500,NA
"3105","TN",2019-09-24,NA,145750,NA
"3106","TN",2019-10-01,NA,80000,NA
"3107","TN",2019-10-08,NA,44500,NA
"3108","TN",2019-10-15,NA,34900,NA
"3109","TN",2019-10-22,NA,68500,NA
"3110","TN",2019-10-29,NA,62600,NA
"3111","TN",2019-11-05,NA,45500,NA
"3112","TN",2019-11-12,NA,44557,NA
"3113","TN",2019-11-19,NA,53600,NA
"3114","TN",2019-11-26,NA,68500,NA
"3115","TN",2019-12-03,NA,10500,NA
"3116","TN",2019-12-10,NA,55500,NA
"3117","TN",2019-12-17,NA,58500,NA
"3118","TN",2019-12-24,NA,57274,NA
"3119","TN",2019-12-31,NA,9500,NA
"3120","TN",2020-01-07,NA,9000,NA
"3121","TN",2020-01-14,NA,26500,NA
"3122","TN",2020-01-21,NA,21000,NA
"3123","TN",2020-01-28,NA,25232,NA
"3124","TN",2020-02-04,NA,29244,NA
"3125","TN",2020-02-11,NA,42000,NA
"3126","TN",2020-02-18,NA,38049,NA
"3127","TN",2020-02-25,NA,39500,NA
"3128","TN",2020-03-03,NA,68000,135828
"3129","TX",2019-01-01,NA,13433,NA
"3130","TX",2019-01-08,NA,16200,NA
"3131","TX",2019-01-15,NA,67000,NA
"3132","TX",2019-01-22,NA,66388,NA
"3133","TX",2019-01-29,NA,94667,NA
"3134","TX",2019-02-05,NA,148450,NA
"3135","TX",2019-02-12,NA,456580,NA
"3136","TX",2019-02-19,NA,165850,NA
"3137","TX",2019-02-26,NA,312393,NA
"3138","TX",2019-03-05,NA,316192,NA
"3139","TX",2019-03-12,NA,297720,NA
"3140","TX",2019-03-19,NA,508100,NA
"3141","TX",2019-03-26,NA,628475,NA
"3142","TX",2019-04-02,NA,1288467,NA
"3143","TX",2019-04-09,NA,144569,NA
"3144","TX",2019-04-16,NA,224250,NA
"3145","TX",2019-04-23,NA,116000,NA
"3146","TX",2019-04-30,NA,217135,NA
"3147","TX",2019-05-07,NA,203941,NA
"3148","TX",2019-05-14,NA,286450,NA
"3149","TX",2019-05-21,NA,324401,NA
"3150","TX",2019-05-28,NA,306039,NA
"3151","TX",2019-06-04,NA,502189,NA
"3152","TX",2019-06-11,NA,546100,NA
"3153","TX",2019-06-18,NA,724050,NA
"3154","TX",2019-06-25,NA,822999,NA
"3155","TX",2019-07-02,NA,505335,NA
"3156","TX",2019-07-09,NA,111705,NA
"3157","TX",2019-07-16,NA,225450,NA
"3158","TX",2019-07-23,NA,320255,NA
"3159","TX",2019-07-30,NA,191054,NA
"3160","TX",2019-08-06,NA,205684,NA
"3161","TX",2019-08-13,NA,96747,NA
"3162","TX",2019-08-20,NA,87821,NA
"3163","TX",2019-08-27,NA,150266,NA
"3164","TX",2019-09-03,NA,82137,NA
"3165","TX",2019-09-10,NA,188687,NA
"3166","TX",2019-09-17,NA,387921,NA
"3167","TX",2019-09-24,NA,606477,NA
"3168","TX",2019-10-01,NA,683848,NA
"3169","TX",2019-10-08,NA,151400,NA
"3170","TX",2019-10-15,NA,454901,NA
"3171","TX",2019-10-22,NA,265058,NA
"3172","TX",2019-10-29,NA,272672,NA
"3173","TX",2019-11-05,NA,360534,NA
"3174","TX",2019-11-12,NA,291772,NA
"3175","TX",2019-11-19,NA,316183,NA
"3176","TX",2019-11-26,NA,313228,NA
"3177","TX",2019-12-03,NA,164824,NA
"3178","TX",2019-12-10,NA,347605,NA
"3179","TX",2019-12-17,NA,591023,NA
"3180","TX",2019-12-24,NA,590037,NA
"3181","TX",2019-12-31,NA,125444,NA
"3182","TX",2020-01-07,NA,51501,NA
"3183","TX",2020-01-14,NA,143875,NA
"3184","TX",2020-01-21,NA,170823,NA
"3185","TX",2020-01-28,NA,339069,NA
"3186","TX",2020-02-04,NA,597241,NA
"3187","TX",2020-02-11,NA,753263,NA
"3188","TX",2020-02-18,NA,2055749,NA
"3189","TX",2020-02-25,NA,2126629,NA
"3190","TX",2020-03-03,NA,2145560,1111579
"3191","UT",2019-01-08,NA,1000,NA
"3192","UT",2019-01-15,NA,9500,NA
"3193","UT",2019-01-22,NA,-5250,NA
"3194","UT",2019-01-29,NA,15499,NA
"3195","UT",2019-02-05,NA,20500,NA
"3196","UT",2019-02-12,NA,8000,NA
"3197","UT",2019-02-19,NA,19000,NA
"3198","UT",2019-02-26,NA,8500,NA
"3199","UT",2019-03-05,NA,29881,NA
"3200","UT",2019-03-12,NA,28750,NA
"3201","UT",2019-03-19,NA,17700,NA
"3202","UT",2019-03-26,NA,68600,NA
"3203","UT",2019-04-02,NA,25500,NA
"3204","UT",2019-04-09,NA,10000,NA
"3205","UT",2019-04-16,NA,23930,NA
"3206","UT",2019-04-23,NA,27427,NA
"3207","UT",2019-04-30,NA,27234,NA
"3208","UT",2019-05-07,NA,24465,NA
"3209","UT",2019-05-14,NA,20000,NA
"3210","UT",2019-05-21,NA,20000,NA
"3211","UT",2019-05-28,NA,11000,NA
"3212","UT",2019-06-04,NA,28250,NA
"3213","UT",2019-06-11,NA,22500,NA
"3214","UT",2019-06-18,NA,18500,NA
"3215","UT",2019-06-25,NA,94428,NA
"3216","UT",2019-07-02,NA,58250,NA
"3217","UT",2019-07-09,NA,1437,NA
"3218","UT",2019-07-16,NA,24500,NA
"3219","UT",2019-07-23,NA,53323,NA
"3220","UT",2019-07-30,NA,66256,NA
"3221","UT",2019-08-06,NA,43467,NA
"3222","UT",2019-08-13,NA,25222,NA
"3223","UT",2019-08-20,NA,15600,NA
"3224","UT",2019-08-27,NA,16500,NA
"3225","UT",2019-09-03,NA,2000,NA
"3226","UT",2019-09-10,NA,18000,NA
"3227","UT",2019-09-17,NA,14000,NA
"3228","UT",2019-09-24,NA,55750,NA
"3229","UT",2019-10-01,NA,60000,NA
"3230","UT",2019-10-08,NA,20310,NA
"3231","UT",2019-10-15,NA,28000,NA
"3232","UT",2019-10-22,NA,22500,NA
"3233","UT",2019-10-29,NA,40094,NA
"3234","UT",2019-11-05,NA,19000,NA
"3235","UT",2019-11-12,NA,22000,NA
"3236","UT",2019-11-19,NA,41500,NA
"3237","UT",2019-11-26,NA,43200,NA
"3238","UT",2019-12-03,NA,17161,NA
"3239","UT",2019-12-10,NA,25151,NA
"3240","UT",2019-12-17,NA,72104,NA
"3241","UT",2019-12-24,NA,54573,NA
"3242","UT",2019-12-31,NA,29548,NA
"3243","UT",2020-01-07,NA,1635,NA
"3244","UT",2020-01-14,NA,13253,NA
"3245","UT",2020-01-21,NA,32132,NA
"3246","UT",2020-01-28,NA,139773,NA
"3247","UT",2020-02-04,NA,134833,NA
"3248","UT",2020-02-11,NA,202455,NA
"3249","UT",2020-02-18,NA,152118,NA
"3250","UT",2020-02-25,NA,144112,NA
"3251","UT",2020-03-03,NA,89756,81368
"3252","VA",2019-01-01,NA,120000,NA
"3253","VA",2019-01-08,NA,20700,NA
"3254","VA",2019-01-15,NA,105427,NA
"3255","VA",2019-01-22,NA,93689,NA
"3256","VA",2019-01-29,NA,116161,NA
"3257","VA",2019-02-05,NA,468118,NA
"3258","VA",2019-02-12,NA,183685,NA
"3259","VA",2019-02-19,NA,119680,NA
"3260","VA",2019-02-26,NA,170663,NA
"3261","VA",2019-03-05,NA,601695,NA
"3262","VA",2019-03-12,NA,338572,NA
"3263","VA",2019-03-19,NA,412239,NA
"3264","VA",2019-03-26,NA,621694,NA
"3265","VA",2019-04-02,NA,1000854,NA
"3266","VA",2019-04-09,NA,155841,NA
"3267","VA",2019-04-16,NA,139481,NA
"3268","VA",2019-04-23,NA,295236,NA
"3269","VA",2019-04-30,NA,353198,NA
"3270","VA",2019-05-07,NA,530978,NA
"3271","VA",2019-05-14,NA,226224,NA
"3272","VA",2019-05-21,NA,244403,NA
"3273","VA",2019-05-28,NA,363662,NA
"3274","VA",2019-06-04,NA,896593,NA
"3275","VA",2019-06-11,NA,358868,NA
"3276","VA",2019-06-18,NA,543385,NA
"3277","VA",2019-06-25,NA,769884,NA
"3278","VA",2019-07-02,NA,670890,NA
"3279","VA",2019-07-09,NA,95872,NA
"3280","VA",2019-07-16,NA,136085,NA
"3281","VA",2019-07-23,NA,162814,NA
"3282","VA",2019-07-30,NA,832587,NA
"3283","VA",2019-08-06,NA,1069090,NA
"3284","VA",2019-08-13,NA,439002,NA
"3285","VA",2019-08-20,NA,578880,NA
"3286","VA",2019-08-27,NA,571918,NA
"3287","VA",2019-09-03,NA,996762,NA
"3288","VA",2019-09-10,NA,599978,NA
"3289","VA",2019-09-17,NA,351485,NA
"3290","VA",2019-09-24,NA,590052,NA
"3291","VA",2019-10-01,NA,820998,NA
"3292","VA",2019-10-08,NA,88165,NA
"3293","VA",2019-10-15,NA,177448,NA
"3294","VA",2019-10-22,NA,223613,NA
"3295","VA",2019-10-29,NA,267653,NA
"3296","VA",2019-11-05,NA,1551092,NA
"3297","VA",2019-11-12,NA,323022,NA
"3298","VA",2019-11-19,NA,249567,NA
"3299","VA",2019-11-26,NA,911158,NA
"3300","VA",2019-12-03,NA,433186,NA
"3301","VA",2019-12-10,NA,863294,NA
"3302","VA",2019-12-17,NA,1244280,NA
"3303","VA",2019-12-24,NA,396139,NA
"3304","VA",2019-12-31,NA,225360,NA
"3305","VA",2020-01-07,NA,1315924,NA
"3306","VA",2020-01-14,NA,850568,NA
"3307","VA",2020-01-21,NA,1518234,NA
"3308","VA",2020-01-28,NA,3144704,NA
"3309","VA",2020-02-04,NA,2191579,NA
"3310","VA",2020-02-11,NA,2618143,NA
"3311","VA",2020-02-18,NA,2571597,NA
"3312","VA",2020-02-25,NA,2567813,NA
"3313","VA",2020-03-03,NA,1929913,587388
"3314","VT",2019-01-08,NA,0,NA
"3315","VT",2019-01-15,NA,5000,NA
"3316","VT",2019-01-22,NA,6000,NA
"3317","VT",2019-02-12,NA,2500,NA
"3318","VT",2019-02-19,NA,1000,NA
"3319","VT",2019-02-26,NA,12000,NA
"3320","VT",2019-03-05,NA,5000,NA
"3321","VT",2019-03-12,NA,0,NA
"3322","VT",2019-03-19,NA,3000,NA
"3323","VT",2019-03-26,NA,6000,NA
"3324","VT",2019-04-02,NA,5000,NA
"3325","VT",2019-04-09,NA,3500,NA
"3326","VT",2019-04-16,NA,2500,NA
"3327","VT",2019-04-23,NA,2000,NA
"3328","VT",2019-04-30,NA,3500,NA
"3329","VT",2019-05-07,NA,900,NA
"3330","VT",2019-05-14,NA,6000,NA
"3331","VT",2019-06-11,NA,14500,NA
"3332","VT",2019-06-18,NA,11000,NA
"3333","VT",2019-06-25,NA,13200,NA
"3334","VT",2019-07-02,NA,17000,NA
"3335","VT",2019-07-09,NA,1015,NA
"3336","VT",2019-07-16,NA,4500,NA
"3337","VT",2019-07-23,NA,1000,NA
"3338","VT",2019-07-30,NA,2500,NA
"3339","VT",2019-08-13,NA,1000,NA
"3340","VT",2019-08-20,NA,13500,NA
"3341","VT",2019-08-27,NA,1000,NA
"3342","VT",2019-09-03,NA,1000,NA
"3343","VT",2019-09-10,NA,9500,NA
"3344","VT",2019-09-17,NA,13000,NA
"3345","VT",2019-09-24,NA,24500,NA
"3346","VT",2019-10-01,NA,18500,NA
"3347","VT",2019-10-08,NA,1000,NA
"3348","VT",2019-10-15,NA,2000,NA
"3349","VT",2019-10-22,NA,1000,NA
"3350","VT",2019-10-29,NA,2500,NA
"3351","VT",2019-11-05,NA,7000,NA
"3352","VT",2019-11-12,NA,1000,NA
"3353","VT",2019-11-19,NA,2500,NA
"3354","VT",2019-11-26,NA,11000,NA
"3355","VT",2019-12-03,NA,1500,NA
"3356","VT",2019-12-10,NA,4000,NA
"3357","VT",2019-12-17,NA,29000,NA
"3358","VT",2019-12-24,NA,5500,NA
"3359","VT",2019-12-31,NA,1500,NA
"3360","VT",2020-01-21,NA,500,NA
"3361","VT",2020-01-28,NA,26605,NA
"3362","VT",2020-02-04,NA,5000,NA
"3363","VT",2020-02-11,NA,2636,NA
"3364","VT",2020-02-18,NA,6500,NA
"3365","VT",2020-02-25,NA,4750,NA
"3366","VT",2020-03-03,NA,8500,36098
"3367","WA",2019-01-08,NA,10450,NA
"3368","WA",2019-01-15,NA,10500,NA
"3369","WA",2019-01-22,NA,37500,NA
"3370","WA",2019-01-29,NA,26000,NA
"3371","WA",2019-02-05,NA,62000,NA
"3372","WA",2019-02-12,NA,47350,NA
"3373","WA",2019-02-19,NA,33800,NA
"3374","WA",2019-02-26,NA,62613,NA
"3375","WA",2019-03-05,NA,80382,NA
"3376","WA",2019-03-12,NA,164300,NA
"3377","WA",2019-03-19,NA,161976,NA
"3378","WA",2019-03-26,NA,201500,NA
"3379","WA",2019-04-02,NA,283069,NA
"3380","WA",2019-04-09,NA,47100,NA
"3381","WA",2019-04-16,NA,58750,NA
"3382","WA",2019-04-23,NA,43495,NA
"3383","WA",2019-04-30,NA,85000,NA
"3384","WA",2019-05-07,NA,94812,NA
"3385","WA",2019-05-14,NA,93709,NA
"3386","WA",2019-05-21,NA,65250,NA
"3387","WA",2019-05-28,NA,76523,NA
"3388","WA",2019-06-04,NA,130000,NA
"3389","WA",2019-06-11,NA,111500,NA
"3390","WA",2019-06-18,NA,137823,NA
"3391","WA",2019-06-25,NA,229613,NA
"3392","WA",2019-07-02,NA,150278,NA
"3393","WA",2019-07-09,NA,18673,NA
"3394","WA",2019-07-16,NA,78815,NA
"3395","WA",2019-07-23,NA,100686,NA
"3396","WA",2019-07-30,NA,65040,NA
"3397","WA",2019-08-06,NA,79100,NA
"3398","WA",2019-08-13,NA,62528,NA
"3399","WA",2019-08-20,NA,17545,NA
"3400","WA",2019-08-27,NA,44654,NA
"3401","WA",2019-09-03,NA,49214,NA
"3402","WA",2019-09-10,NA,71174,NA
"3403","WA",2019-09-17,NA,148723,NA
"3404","WA",2019-09-24,NA,238565,NA
"3405","WA",2019-10-01,NA,199609,NA
"3406","WA",2019-10-08,NA,34618,NA
"3407","WA",2019-10-15,NA,45463,NA
"3408","WA",2019-10-22,NA,100590,NA
"3409","WA",2019-10-29,NA,87023,NA
"3410","WA",2019-11-05,NA,68499,NA
"3411","WA",2019-11-12,NA,82171,NA
"3412","WA",2019-11-19,NA,116340,NA
"3413","WA",2019-11-26,NA,123276,NA
"3414","WA",2019-12-03,NA,70500,NA
"3415","WA",2019-12-10,NA,120735,NA
"3416","WA",2019-12-17,NA,179497,NA
"3417","WA",2019-12-24,NA,125638,NA
"3418","WA",2019-12-31,NA,8600,NA
"3419","WA",2020-01-07,NA,3476,NA
"3420","WA",2020-01-14,NA,29208,NA
"3421","WA",2020-01-21,NA,89120,NA
"3422","WI",2019-01-08,NA,2500,NA
"3423","WI",2019-01-15,NA,3500,NA
"3424","WI",2019-01-22,NA,11500,NA
"3425","WI",2019-01-29,NA,31000,NA
"3426","WI",2019-02-05,NA,51000,NA
"3427","WI",2019-02-12,NA,15312,NA
"3428","WI",2019-02-19,NA,41000,NA
"3429","WI",2019-02-26,NA,60500,NA
"3430","WI",2019-03-05,NA,69982,NA
"3431","WI",2019-03-12,NA,100500,NA
"3432","WI",2019-03-19,NA,133550,NA
"3433","WI",2019-03-26,NA,142000,NA
"3434","WI",2019-04-02,NA,269442,NA
"3435","WI",2019-04-09,NA,27600,NA
"3436","WI",2019-04-16,NA,62358,NA
"3437","WI",2019-04-23,NA,38000,NA
"3438","WI",2019-04-30,NA,53500,NA
"3439","WI",2019-05-07,NA,50500,NA
"3440","WI",2019-05-14,NA,76250,NA
"3441","WI",2019-05-21,NA,94500,NA
"3442","WI",2019-05-28,NA,26000,NA
"3443","WI",2019-06-04,NA,45773,NA
"3444","WI",2019-06-11,NA,102250,NA
"3445","WI",2019-06-18,NA,102499,NA
"3446","WI",2019-06-25,NA,157250,NA
"3447","WI",2019-07-02,NA,91700,NA
"3448","WI",2019-07-09,NA,16000,NA
"3449","WI",2019-07-16,NA,43300,NA
"3450","WI",2019-07-23,NA,66000,NA
"3451","WI",2019-07-30,NA,57866,NA
"3452","WI",2019-08-06,NA,39500,NA
"3453","WI",2019-08-13,NA,30000,NA
"3454","WI",2019-08-20,NA,21800,NA
"3455","WI",2019-08-27,NA,24600,NA
"3456","WI",2019-09-03,NA,26449,NA
"3457","WI",2019-09-10,NA,42649,NA
"3458","WI",2019-09-17,NA,91750,NA
"3459","WI",2019-09-24,NA,157500,NA
"3460","WI",2019-10-01,NA,101823,NA
"3461","WI",2019-10-08,NA,33500,NA
"3462","WI",2019-10-15,NA,40365,NA
"3463","WI",2019-10-22,NA,42000,NA
"3464","WI",2019-10-29,NA,64500,NA
"3465","WI",2019-11-05,NA,343140,NA
"3466","WI",2019-11-12,NA,56575,NA
"3467","WI",2019-11-19,NA,68000,NA
"3468","WI",2019-11-26,NA,85096,NA
"3469","WI",2019-12-03,NA,64068,NA
"3470","WI",2019-12-10,NA,107530,NA
"3471","WI",2019-12-17,NA,115095,NA
"3472","WI",2019-12-24,NA,90083,NA
"3473","WI",2019-12-31,NA,29843,NA
"3474","WI",2020-01-07,NA,13495,NA
"3475","WI",2020-01-14,NA,25628,NA
"3476","WI",2020-01-21,NA,27231,NA
"3477","WI",2020-01-28,NA,285140,NA
"3478","WI",2020-02-04,NA,71723,NA
"3479","WI",2020-02-11,NA,97183,NA
"3480","WI",2020-02-18,NA,87085,NA
"3481","WI",2020-02-25,NA,121838,NA
"3482","WI",2020-03-03,NA,155790,93043
"3483","WV",2019-01-08,NA,2000,NA
"3484","WV",2019-01-15,NA,11500,NA
"3485","WV",2019-01-22,NA,6250,NA
"3486","WV",2019-01-29,NA,14000,NA
"3487","WV",2019-02-05,NA,12500,NA
"3488","WV",2019-02-12,NA,39000,NA
"3489","WV",2019-02-19,NA,19000,NA
"3490","WV",2019-02-26,NA,39000,NA
"3491","WV",2019-03-05,NA,67500,NA
"3492","WV",2019-03-12,NA,49000,NA
"3493","WV",2019-03-19,NA,56500,NA
"3494","WV",2019-03-26,NA,90577,NA
"3495","WV",2019-04-02,NA,133779,NA
"3496","WV",2019-04-09,NA,13500,NA
"3497","WV",2019-04-16,NA,29630,NA
"3498","WV",2019-04-23,NA,18500,NA
"3499","WV",2019-04-30,NA,59000,NA
"3500","WV",2019-05-07,NA,32373,NA
"3501","WV",2019-05-14,NA,42627,NA
"3502","WV",2019-05-21,NA,62450,NA
"3503","WV",2019-05-28,NA,34000,NA
"3504","WV",2019-06-04,NA,43250,NA
"3505","WV",2019-06-11,NA,63500,NA
"3506","WV",2019-06-18,NA,56000,NA
"3507","WV",2019-06-25,NA,97279,NA
"3508","WV",2019-07-02,NA,42500,NA
"3509","WV",2019-07-09,NA,8500,NA
"3510","WV",2019-07-16,NA,30500,NA
"3511","WV",2019-07-23,NA,50050,NA
"3512","WV",2019-07-30,NA,28500,NA
"3513","WV",2019-08-06,NA,12500,NA
"3514","WV",2019-08-13,NA,9500,NA
"3515","WV",2019-08-20,NA,6500,NA
"3516","WV",2019-08-27,NA,17500,NA
"3517","WV",2019-09-03,NA,20500,NA
"3518","WV",2019-09-10,NA,20250,NA
"3519","WV",2019-09-17,NA,37995,NA
"3520","WV",2019-09-24,NA,65500,NA
"3521","WV",2019-10-01,NA,90000,NA
"3522","WV",2019-10-08,NA,15500,NA
"3523","WV",2019-10-15,NA,21000,NA
"3524","WV",2019-10-22,NA,41000,NA
"3525","WV",2019-10-29,NA,43050,NA
"3526","WV",2019-11-05,NA,42500,NA
"3527","WV",2019-11-12,NA,19500,NA
"3528","WV",2019-11-19,NA,34900,NA
"3529","WV",2019-11-26,NA,42100,NA
"3530","WV",2019-12-03,NA,8750,NA
"3531","WV",2019-12-10,NA,58534,NA
"3532","WV",2019-12-17,NA,54535,NA
"3533","WV",2019-12-24,NA,60037,NA
"3534","WV",2019-12-31,NA,41942,NA
"3535","WV",2020-01-07,NA,14500,NA
"3536","WV",2020-01-14,NA,22000,NA
"3537","WV",2020-01-21,NA,33500,NA
"3538","WV",2020-01-28,NA,43003,NA
"3539","WV",2020-02-04,NA,31000,NA
"3540","WV",2020-02-11,NA,31500,NA
"3541","WV",2020-02-18,NA,40500,NA
"3542","WV",2020-02-25,NA,37000,NA
"3543","WV",2020-03-03,NA,86000,17802
"3544","WY",2019-01-08,NA,3000,NA
"3545","WY",2019-01-22,NA,2000,NA
"3546","WY",2019-01-29,NA,10500,NA
"3547","WY",2019-02-05,NA,28500,NA
"3548","WY",2019-02-12,NA,16000,NA
"3549","WY",2019-02-19,NA,30500,NA
"3550","WY",2019-02-26,NA,50500,NA
"3551","WY",2019-03-05,NA,9700,NA
"3552","WY",2019-03-12,NA,46500,NA
"3553","WY",2019-03-19,NA,32500,NA
"3554","WY",2019-03-26,NA,41500,NA
"3555","WY",2019-04-02,NA,43600,NA
"3556","WY",2019-04-09,NA,9000,NA
"3557","WY",2019-04-16,NA,18500,NA
"3558","WY",2019-04-23,NA,13000,NA
"3559","WY",2019-04-30,NA,43500,NA
"3560","WY",2019-05-07,NA,11500,NA
"3561","WY",2019-05-14,NA,28000,NA
"3562","WY",2019-05-21,NA,17000,NA
"3563","WY",2019-05-28,NA,16500,NA
"3564","WY",2019-06-04,NA,15500,NA
"3565","WY",2019-06-11,NA,15000,NA
"3566","WY",2019-06-18,NA,18500,NA
"3567","WY",2019-06-25,NA,37500,NA
"3568","WY",2019-07-02,NA,11000,NA
"3569","WY",2019-07-09,NA,4500,NA
"3570","WY",2019-07-16,NA,3500,NA
"3571","WY",2019-07-23,NA,25025,NA
"3572","WY",2019-07-30,NA,18000,NA
"3573","WY",2019-08-06,NA,14500,NA
"3574","WY",2019-08-13,NA,14000,NA
"3575","WY",2019-08-20,NA,25000,NA
"3576","WY",2019-08-27,NA,6000,NA
"3577","WY",2019-09-03,NA,21500,NA
"3578","WY",2019-09-10,NA,1500,NA
"3579","WY",2019-09-17,NA,49500,NA
"3580","WY",2019-09-24,NA,44500,NA
"3581","WY",2019-10-01,NA,17500,NA
"3582","WY",2019-10-08,NA,43000,NA
"3583","WY",2019-10-15,NA,27500,NA
"3584","WY",2019-10-22,NA,22000,NA
"3585","WY",2019-10-29,NA,24000,NA
"3586","WY",2019-11-05,NA,26000,NA
"3587","WY",2019-11-12,NA,15000,NA
"3588","WY",2019-11-19,NA,40500,NA
"3589","WY",2019-11-26,NA,28100,NA
"3590","WY",2019-12-03,NA,20000,NA
"3591","WY",2019-12-10,NA,21017,NA
"3592","WY",2019-12-17,NA,54500,NA
"3593","WY",2019-12-24,NA,14000,NA
"3594","WY",2019-12-31,NA,20000,NA
"3595","WY",2020-01-21,NA,12500,NA
"3596","WY",2020-01-28,NA,-4000,NA
"3597","WY",2020-02-04,NA,22300,NA
"3598","WY",2020-02-11,NA,24814,NA
"3599","WY",2020-02-18,NA,31963,NA
"3600","WY",2020-02-25,NA,41859,NA
"3601","WY",2020-03-03,NA,70450,16026
